통로구분,대분류코드,대분류,중분류코드,중분류,소분류코드,소분류,row,column
23,8,수산냉동,806,새우류,80602,원물새우,7,19
23,8,수산냉동,807,수산내장,80701,곤,7,18
23,8,수산냉동,807,수산내장,80702,기타,7,18
23,8,수산냉동,807,수산내장,80703,알,7,18
23,8,수산냉동,808,굴비,80801,부세,7,17
23,8,수산냉동,808,굴비,80802,역거리,7,17
23,8,수산냉동,808,굴비,80803,침조기,7,17
23,8,수산냉동,809,가공수산,80901,기타,7,16
23,8,수산냉동,809,가공수산,80902,연어,7,16
23,8,수산냉동,809,가공수산,80903,초밥용,7,16
23,8,수산냉동,809,가공수산,80904,날치알,7,16
23,8,수산냉동,810,수산세트,81001,고등어,7,15
23,8,수산냉동,810,수산세트,81002,굴비세트,7,15
23,8,수산냉동,810,수산세트,81003,역거리굴비,7,15
23,8,수산냉동,810,수산세트,81004,오가굴비,7,15
8,9,일배,901,김치,90101,국산김치,25,27
8,9,일배,901,김치,90102,수입김치,24,27
7,9,일배,902,농산가공,90201,단무지,25,25
6,9,일배,902,농산가공,90202,양념류,23,21
7,9,일배,902,농산가공,90203,절임류,24,25
6,9,일배,902,농산가공,90204,건야채,23,22
4,9,일배,903,콩나물,90301,박스숙주나물,23,18
4,9,일배,903,콩나물,90302,박스콩나물,23,16
4,9,일배,903,콩나물,90303,숙주나물,23,17
4,9,일배,903,콩나물,90304,콩나물,23,15
5,9,일배,904,두부류,90401,곤약,23,19
5,9,일배,904,두부류,90402,두부,23,19
5,9,일배,904,두부류,90403,판두부,23,20
16,9,일배,905,떡류,90501,기타,0,48
16,9,일배,905,떡류,90502,떡국떡,0,48
16,9,일배,905,떡류,90503,떡볶이떡,0,48
16,9,일배,905,떡류,90504,만두피,0,48
16,9,일배,905,떡류,90505,수제비,0,48
16,9,일배,906,면류,90601,기타,0,47
16,9,일배,906,면류,90602,냉면,0,47
16,9,일배,906,면류,90603,생면,0,47
16,9,일배,906,면류,90604,쫄면,0,47
16,9,일배,907,수산가공,90701,맛살,0,40
16,9,일배,907,수산가공,90702,어묵,0,38
16,9,일배,907,수산가공,90703,유부,0,42
6,9,일배,907,수산가공,90704,젓갈류,23,23
16,9,일배,907,수산가공,90705,천사채,0,45
16,9,일배,907,수산가공,90706,해파리,0,45
16,9,일배,907,수산가공,90707,기타,0,45
6,9,일배,908,축육가공,90801,깐메추리알,23,24
16,9,일배,908,축육가공,90802,베이컨,0,32
16,9,일배,908,축육가공,90803,소시지,0,36
16,9,일배,908,축육가공,90804,햄,0,34
9,9,일배,908,축육가공,90805,훈제류,27,26
10,9,일배,908,축육가공,90806,부산물,23,35
16,9,일배,909,수수료,90901,반찬수수료,0,46
16,9,일배,909,수수료,90902,일반수수료,0,46
17,9,일배,910,소스류,91001,드레싱,2,34
16,9,일배,911,조리식품,91101,밀키트,0,44
22,10,냉동식품,1001,가스류,100101,돈가스,7,9
23,10,냉동식품,1001,가스류,100102,새우가스,4,16
22,10,냉동식품,1001,가스류,100103,생선가스,7,12
22,10,냉동식품,1001,가스류,100104,치킨가스,7,5
22,10,냉동식품,1002,간편조리,100201,고로케류,7,7
23,10,냉동식품,1002,간편조리,100202,꼬지류,4,17
22,10,냉동식품,1002,간편조리,100203,냉동밥,4,12
20,10,냉동식품,1002,간편조리,100204,동그랑땡,2,18
20,10,냉동식품,1002,간편조리,100205,산적류,2,20
20,10,냉동식품,1002,간편조리,100206,튀김류,2,16
20,10,냉동식품,1003,냉동빵,100301,빵가루,2,6
20,10,냉동식품,1003,냉동빵,100302,빵류,2,14
20,10,냉동식품,1004,농산냉동,100401,냉동과일,2,28
20,10,냉동식품,1004,농산냉동,100402,냉동야채,2,31
20,10,냉동식품,1004,농산냉동,100403,서류가공,2,29
20,10,냉동식품,1005,떡류,100501,냉동떡류,2,8
20,10,냉동식품,1006,만두류,100601,딤섬춘권,2,12
20,10,냉동식품,1006,만두류,100602,또띠아,2,10
20,10,냉동식품,1006,만두류,100603,만두,2,10
20,10,냉동식품,1007,면류,100701,기타,2,24
20,10,냉동식품,1007,면류,100702,냉면쫄면,2,26
20,10,냉동식품,1007,면류,100703,우동면,2,25
20,10,냉동식품,1007,면류,100704,중화면,2,24
23,10,냉동식품,1008,수산가공,100801,맛살,4,19
23,10,냉동식품,1008,수산가공,100802,어묵,4,18
23,10,냉동식품,1008,수산가공,100803,유부,4,20
23,10,냉동식품,1008,수산가공,100804,수산,7,25
20,10,냉동식품,1009,양념육,100901,계육양념육,2,22
23,10,냉동식품,1009,양념육,100902,돈육양념육,4,24
23,10,냉동식품,1009,양념육,100903,부산물양념육,4,25
23,10,냉동식품,1009,양념육,100904,우육양념육,4,26
23,10,냉동식품,1010,축산가공,101001,소시지,4,22
23,10,냉동식품,1010,축산가공,101002,햄,4,21
23,10,냉동식품,1010,축산가공,101003,훈제류,4,23
22,10,냉동식품,1011,즉석식품,101101,냉동밥,4,12
20,10,냉동식품,1011,즉석식품,101102,냉동육수,2,27
22,10,냉동식품,1011,즉석식품,101103,냉동죽,4,8
22,10,냉동식품,1011,즉석식품,101104,냉동탕,4,6
23,10,냉동식품,1011,즉석식품,101105,밀키트,4,27
25,10,냉동식품,1012,아이스크림,101201,기타,15,7
25,10,냉동식품,1012,아이스크림,101202,대용량,13,11
25,10,냉동식품,1012,아이스크림,101203,바,13,7
25,10,냉동식품,1012,아이스크림,101204,콘,15,11
25,10,냉동식품,1012,아이스크림,101205,홈,15,9
25,10,냉동식품,1013,얼음,101301,보냉얼음,14,13
25,10,냉동식품,1013,얼음,101302,식용얼음,13,13
20,11,베이커리,1101,냉동베이커리,110101,고로케류,2,6
20,11,베이커리,1101,냉동베이커리,110102,냉동빵,2,4
20,11,베이커리,1101,냉동베이커리,110103,조각케익,2,4
25,11,베이커리,1102,상온베이커리,110201,일반빵,13,8
25,11,베이커리,1102,상온베이커리,110202,호빵,13,10
25,11,베이커리,1103,베이커리,110301,수수료,13,9
18,12,유제품,1201,버터류,120101,마아가린,2,37
18,12,유제품,1201,버터류,120102,버터류,2,37
18,12,유제품,1202,"버터,치즈류",120201,수수료,2,37
19,12,유제품,1203,치즈류,120301,수입치즈,2,41
18,12,유제품,1203,치즈류,120302,일반치즈,2,38
18,12,유제품,1203,치즈류,120303,피자치즈,2,38
29,12,유제품,1204,유음료,120401,두유,9,30
18,12,유제품,1204,유음료,120402,우유,4,36
18,12,유제품,1204,유음료,120403,유산균,4,39
18,12,유제품,1204,유음료,120404,유음료,4,36
29,12,유제품,1205,분유,120501,유아분유,10,41
17,13,음료,1301,과일음료,130101,과즙대규격,6,33
17,13,음료,1301,과일음료,130102,과즙소규격,7,34
17,13,음료,1301,과일음료,130103,과즙중규격,7,33
17,13,음료,1302,탄산음료,130201,탄산대규격,4,33
17,13,음료,1302,탄산음료,130202,탄산소규격,2,33
17,13,음료,1302,탄산음료,130203,탄산중규격,3,33
17,13,음료,1303,스포츠음료,130301,스포츠음료대,4,34
17,13,음료,1303,스포츠음료,130302,스포츠음료소,5,34
17,13,음료,1303,스포츠음료,130303,스포츠음료중,4,34
17,13,음료,1304,아동음료,130401,아동음료,5,33
29,13,음료,1305,음료기획,130501,음료기획대규격,9,37
29,13,음료,1305,음료기획,130502,음료기획소규격,9,36
29,13,음료,1305,음료기획,130503,음료기획중규격,9,35
29,13,음료,1305,음료기획,130504,음료세트,9,32
29,13,음료,1306,음료박스,130601,음료박스,9,33
17,13,음료,1307,생수,130701,생수,3,34
29,13,음료,1307,생수,130702,생수묶음,9,41
17,13,음료,1308,차류,130801,건강음료,6,34
17,13,음료,1308,차류,130802,비타민,6,34
17,13,음료,1308,차류,130803,전통차,6,34
17,13,음료,1308,차류,130804,커피,6,34
29,13,음료,1309,홍삼세트,130901,홍삼세트,9,31
28,14,커피/차류,1401,대용차,140101,곡물차,9,18
28,14,커피/차류,1401,대용차,140102,녹차,9,18
28,14,커피/차류,1401,대용차,140103,허브차,9,18
28,14,커피/차류,1401,대용차,140104,홍차,9,18
28,14,커피/차류,1402,계절차류,140201,분말류,9,17
28,14,커피/차류,1402,계절차류,140202,액상차,9,17
28,14,커피/차류,1402,계절차류,140203,전통차,9,17
28,14,커피/차류,1403,꿀,140301,꿀,9,19
28,14,커피/차류,1403,꿀,140302,잡화청,9,19
28,14,커피/차류,1404,잼류,140401,딸기잼,9,16
28,14,커피/차류,1404,잼류,140402,마멀레이드/기타,9,15
28,14,커피/차류,1404,잼류,140403,사과잼,9,16
28,14,커피/차류,1404,잼류,140404,포도잼,9,16
24,14,커피/차류,1405,선물세트,140501,꿀선물세트,11,11
24,14,커피/차류,1405,선물세트,140502,꿀수수료,11,11
24,14,커피/차류,1405,선물세트,140503,차류수수료,11,12
24,14,커피/차류,1405,선물세트,140504,차세트,11,12
24,14,커피/차류,1405,선물세트,140505,커피세트,11,13
24,14,커피/차류,1405,선물세트,140506,홍삼세트,10,13
28,14,커피/차류,1406,음료.차류,140601,음료분말,9,23
28,14,커피/차류,1406,음료.차류,140602,음료원액,9,24
28,14,커피/차류,1407,커피,140701,레귤러커피,9,26
28,14,커피/차류,1407,커피,140702,믹스커피,9,27
28,14,커피/차류,1407,커피,140703,원두커피,9,25
28,14,커피/차류,1408,파우더/시럽,140801,분유류,9,22
19,14,커피/차류,1408,파우더/시럽,140802,생크림,2,42
28,14,커피/차류,1408,파우더/시럽,140803,소스류,9,22
28,14,커피/차류,1408,파우더/시럽,140804,스무디류,9,22
28,14,커피/차류,1408,파우더/시럽,140805,시럽류,9,15
28,14,커피/차류,1408,파우더/시럽,140806,파우더류,9,21
28,14,커피/차류,1408,파우더/시럽,140807,펌프,9,20
28,14,커피/차류,1408,파우더/시럽,140808,페이스트,9,20
28,14,커피/차류,1408,파우더/시럽,140809,프림/커피크림,9,27
19,15,주류,1501,맥주,150101,맥주,4,41
29,15,주류,1501,맥주,150102,"맥주박스,기획",9,39
19,15,주류,1501,맥주,150103,수입맥주,7,42
19,15,주류,1501,맥주,150104,혼합맥주,6,41
29,15,주류,1502,소주,150201,"담금주,PET",9,40
19,15,주류,1502,소주,150202,소주,6,43
29,15,주류,1502,소주,150203,"소주박스,기획",9,38
19,15,주류,1502,소주,150204,혼합소주,5,43
12,15,주류,1503,"양주,와인",150301,리큐르,11,46
12,15,주류,1503,"양주,와인",150302,샴페인,11,48
12,15,주류,1503,"양주,와인",150303,양주,11,46
12,15,주류,1503,"양주,와인",150304,와인,11,45
19,15,주류,1504,"전통주,청주",150401,과실주,2,43
19,15,주류,1504,"전통주,청주",150402,막걸리,4,43
19,15,주류,1504,"전통주,청주",150403,사케,3,43
24,15,주류,1504,"전통주,청주",150404,전통주세트,9,13
12,15,주류,1504,"전통주,청주",150405,청주,11,47
29,17,조미료,1701,감미료,170101,물엿,18,37
29,17,조미료,1701,감미료,170102,설탕,18,35
29,17,조미료,1701,감미료,170103,소금,18,33
29,17,조미료,1701,감미료,170104,올리고당류,18,38
29,17,조미료,1702,고추가공,170201,건고추,19,31
29,17,조미료,1702,고추가공,170202,고추가루,19,30
29,17,조미료,1702,고추가공,170203,고추씨,19,30
29,17,조미료,1703,곡물가공,170301,곡물가공기타,16,40
29,17,조미료,1703,곡물가공,170302,들깨,16,36
29,17,조미료,1703,곡물가공,170303,들깨가루,16,37
29,17,조미료,1703,곡물가공,170304,쌀가루,16,38
29,17,조미료,1703,곡물가공,170305,참깨,16,39
29,17,조미료,1703,곡물가공,170306,찹쌀가루,16,35
29,17,조미료,1704,혼합조미료,170401,다시다,18,31
29,17,조미료,1704,혼합조미료,170402,미원류,18,32
29,17,조미료,1704,혼합조미료,170403,액상다시다,18,30
29,17,조미료,1705,액상조미료,170501,맛술,18,39
29,17,조미료,1705,액상조미료,170502,식초,18,40
29,17,조미료,1705,액상조미료,170503,액젓,18,34
29,17,조미료,1706,향신료,170601,겨자,19,39
29,17,조미료,1706,향신료,170602,기타,19,40
29,17,조미료,1706,향신료,170603,와사비,19,39
29,17,조미료,1706,향신료,170604,후추,19,39
12,17,조미료,1707,장류,170701,간장,2,45
12,17,조미료,1707,장류,170702,고추장,9,48
12,17,조미료,1707,장류,170703,된장,3,48
12,17,조미료,1707,장류,170704,쌈장,5,48
12,17,조미료,1707,장류,170705,초고추장,7,48
28,17,조미료,1707,장류,170706,춘장,19,19
12,17,조미료,1708,유지류,170801,고추기름,3,45
12,17,조미료,1708,유지류,170802,기타유,6,45
12,17,조미료,1708,유지류,170803,올리브유,9,45
12,17,조미료,1708,유지류,170804,참기름,4,45
12,17,조미료,1708,유지류,170805,콩식용유,7,45
12,17,조미료,1708,유지류,170806,포도씨유,8,45
12,17,조미료,1708,유지류,170807,향미유,5,45
29,17,조미료,1709,드레싱,170901,기타드레싱,19,36
29,17,조미료,1709,드레싱,170902,마요네즈,19,37
29,17,조미료,1709,드레싱,170903,케찹,19,38
28,17,조미료,1710,양식재료,171001,분말조미,19,25
28,17,조미료,1710,양식재료,171002,스톡/엑기스,19,26
28,17,조미료,1710,양식재료,171003,"토마토홀,퓨레",19,27
28,17,조미료,1710,양식재료,171004,파스타소스,19,24
28,17,조미료,1710,양식재료,171005,양식소스,19,24
28,17,조미료,1711,동남아재료,171101,소스기타,19,22
28,17,조미료,1711,동남아재료,171102,월남쌈소스,19,23
29,17,조미료,1712,한식재료,171201,고기양념,19,32
29,17,조미료,1712,한식재료,171202,분말조미,19,35
29,17,조미료,1712,한식재료,171203,한분식양념,19,33
29,17,조미료,1712,한식재료,171204,육수/엑기스,19,34
28,17,조미료,1713,중식재료,171301,굴소스,19,21
28,17,조미료,1713,중식재료,171302,중화소스,19,20
28,17,조미료,1713,중식재료,171303,짜장분말,19,18
28,17,조미료,1713,중식재료,171304,파우더류,19,18
28,17,조미료,1713,중식재료,171305,기타중식,19,18
28,17,조미료,1714,일식재료,171401,가쓰오부시,19,17
28,17,조미료,1714,일식재료,171402,"분말,조미",19,15
28,17,조미료,1714,일식재료,171403,육수/엑기스,19,17
28,17,조미료,1714,일식재료,171404,카레류,19,16
28,17,조미료,1714,일식재료,171405,파우더류,19,15
28,17,조미료,1714,일식재료,171406,후리가께,19,16
24,17,조미료,1715,선물세트,171501,수수료,9,12
24,17,조미료,1715,선물세트,171502,유지세트,9,12
28,18,조리가공,1801,분말가공,180101,기타첨가물,16,27
29,18,조리가공,1801,분말가공,180102,밀가루,16,33
29,18,조리가공,1801,분말가공,180103,부침가루,16,32
29,18,조리가공,1801,분말가공,180104,전분,16,34
29,18,조리가공,1801,분말가공,180105,제빵믹스,16,30
29,18,조리가공,1801,분말가공,180106,튀김가루,16,31
28,18,조리가공,1802,대용식,180201,3분류,16,25
28,18,조리가공,1802,대용식,180202,스프,18,23
28,18,조리가공,1802,대용식,180203,즉석국,18,26
28,18,조리가공,1802,대용식,180204,즉석밥,18,25
28,18,조리가공,1802,대용식,180205,즉석죽,18,24
28,18,조리가공,1803,농산통조림,180301,과일류,18,16
28,18,조리가공,1803,농산통조림,180302,반찬류,18,16
28,18,조리가공,1803,농산통조림,180303,채소류,18,15
28,18,조리가공,1804,수산통조림,180401,고등어,18,18
28,18,조리가공,1804,수산통조림,180402,골뱅이,18,17
28,18,조리가공,1804,수산통조림,180403,꽁치,18,18
28,18,조리가공,1804,수산통조림,180404,번데기,18,19
28,18,조리가공,1804,수산통조림,180405,연어,18,20
28,18,조리가공,1804,수산통조림,180406,참치,18,20
28,18,조리가공,1805,축산통조림,180501,기타캔,18,21
28,18,조리가공,1805,축산통조림,180502,햄통조림,18,21
24,18,조리가공,1806,선물세트,180601,통조림外,9,11
28,19,면,1901,국수,190101,기타국수,16,16
28,19,면,1901,국수,190102,"소면,중면",16,17
28,19,면,1902,당면,190201,당면,16,15
28,19,면,1903,베트남,190301,쌀국수,16,18
28,19,면,1903,베트남,190302,월남쌈,16,19
28,19,면,1904,파스타,190401,마카로니,16,20
28,19,면,1904,파스타,190402,스파게티,16,21
28,19,면,1905,라면,190501,비빔류,13,25
28,19,면,1905,라면,190502,일반류,13,23
28,19,면,1905,라면,190503,일반박스,13,21
28,19,면,1905,라면,190504,소컵,15,16
28,19,면,1905,라면,190505,용기박스,15,17
28,19,면,1905,라면,190506,큰컵,15,15
28,20,과자,2001,스낵류,200101,스낵,12,23
28,20,과자,2001,스낵류,200102,스낵묶음,12,21
28,20,과자,2002,비스켓류,200201,비스켓,10,17
28,20,과자,2002,비스켓류,200202,비스켓묶음,10,19
28,20,과자,2003,수입과자,200301,수입과자,10,25
28,20,과자,2004,옛날과자,200401,옛날과자,13,19
28,20,과자,2005,씨리얼,200501,씨리얼,13,27
28,20,과자,2006,"캔디,껌,초콜릿",200601,껌,10,23
28,20,과자,2006,"캔디,껌,초콜릿",200602,초콜릿,10,21
28,20,과자,2006,"캔디,껌,초콜릿",200603,캔디,12,25
28,20,과자,2007,파이류,200701,파이,12,19
18,20,과자,2008,디저트,200801,푸딩,7,37
28,20,과자,2009,빙수재료,200901,빙수떡,12,17
28,20,과자,2009,빙수재료,200902,빙수시럽,12,18
28,20,과자,2009,빙수재료,200903,빙수제리,12,15
28,20,과자,2009,빙수재료,200904,빙수팥,12,16
29,21,H&BC,2101,구강,210101,가글,10,37
29,21,H&BC,2101,구강,210102,"치솔,치실",10,36
29,21,H&BC,2101,구강,210103,치약,10,37
29,21,H&BC,2102,헤어케어,210201,린스,10,35
29,21,H&BC,2102,헤어케어,210202,샴푸,10,35
29,21,H&BC,2102,헤어케어,210203,염색약,10,33
29,21,H&BC,2102,헤어케어,210204,"젤,스프레이",10,33
29,21,H&BC,2102,헤어케어,210205,트리트먼트,10,35
29,21,H&BC,2103,바디케어,210301,면도용품,10,34
29,21,H&BC,2103,바디케어,210302,"바디워시,로션",10,34
29,21,H&BC,2103,바디케어,210303,화장비누,10,38
29,21,H&BC,2103,바디케어,210304,"화장품,햇빛차단제",10,38
29,21,H&BC,2104,유아용품,210401,수수료,10,39
29,21,H&BC,2104,유아용품,210402,유아용품,10,39
24,21,H&BC,2105,선물세트,210501,선물세트,9,6
29,22,세제,2201,세탁세제,220101,가루세제,12,32
29,22,세제,2201,세탁세제,220102,마감세제,12,33
29,22,세제,2201,세탁세제,220103,세탁비누,12,36
29,22,세제,2201,세탁세제,220104,액체세제,12,30
29,22,세제,2201,세탁세제,220105,표백제,12,31
14,22,세제,2202,주거세제,220201,대용량락스,1,53
29,22,세제,2202,주거세제,220202,락스,12,34
14,22,세제,2202,주거세제,220203,청소제,3,53
14,22,세제,2203,주방세제,220301,대용량주방세제,2,53
29,22,세제,2203,주방세제,220302,주방세제리필,12,37
29,22,세제,2203,주방세제,220303,주방세제용기,12,38
29,22,세제,2204,"방향,방취제",220401,"방충,살충제",10,31
29,22,세제,2204,"방향,방취제",220402,방향제,10,30
29,22,세제,2204,"방향,방취제",220403,"살균,탈취제",10,32
29,22,세제,2204,"방향,방취제",220404,제습제,10,30
14,23,제지류,2301,가정지,230101,두루마리화장지,10,53
15,23,제지류,2301,가정지,230102,점보롤,0,51
13,23,제지류,2301,가정지,230103,"키친타올,행주",9,51
13,23,제지류,2302,티슈,230201,각티슈,11,51
15,23,제지류,2302,티슈,230202,냅킨,0,50
29,23,제지류,2302,티슈,230203,물티슈,10,38
14,23,제지류,2302,티슈,230204,업소용물티슈,4,53
29,23,제지류,2303,위생용품,230301,기저귀,10,39
29,23,제지류,2303,위생용품,230302,생리대,10,40
29,24,주방잡화,2401,용기류,240101,그릇,13,39
29,24,주방잡화,2401,용기류,240102,물병,13,33
29,24,주방잡화,2401,용기류,240103,밀폐용기,12,39
29,24,주방잡화,2401,용기류,240104,양념용기,15,33
29,24,주방잡화,2401,용기류,240105,용기소품,15,34
29,24,주방잡화,2401,용기류,240106,컵,15,35
29,24,주방잡화,2402,조리용품,240201,가스렌지,13,30
29,24,주방잡화,2402,조리용품,240202,"솥,냄비",15,40
29,24,주방잡화,2402,조리용품,240203,조리도구,15,31
29,24,주방잡화,2402,조리용품,240204,주방소품,15,39
29,24,주방잡화,2402,조리용품,240205,"주전자,포트",15,38
29,24,주방잡화,2402,조리용품,240206,"후라이팬,불판",15,37
13,24,주방잡화,2403,일회용품,240301,"랩,호일",3,50
13,24,주방잡화,2403,일회용품,240302,봉투류,5,51
15,24,주방잡화,2403,일회용품,240303,부탄가스,0,52
13,24,주방잡화,2403,일회용품,240304,"수세미,행주",7,50
29,24,주방잡화,2403,일회용품,240305,"숯,그릴",12,41
13,24,주방잡화,2403,일회용품,240306,"위생백,장갑",9,50
14,24,주방잡화,2403,일회용품,240307,일회용소품,5,53
13,24,주방잡화,2403,일회용품,240308,일회용식기,3,51
15,24,주방잡화,2403,일회용품,240309,종이컵,0,49
24,25,생활잡화,2501,청소용품,250101,관급봉투,11,5
24,25,생활잡화,2501,청소용품,250102,음식물스티커,11,5
13,25,생활잡화,2501,청소용품,250103,청소용품,8,50
13,25,생활잡화,2502,욕실용품,250201,변기커버류,8,50
13,25,생활잡화,2502,욕실용품,250202,욕실소품,6,50
13,25,생활잡화,2502,욕실용품,250203,"욕실화,거실화",6,50
13,25,생활잡화,2502,욕실용품,250204,"타올,매트류",7,50
13,25,생활잡화,2503,세탁용품,250301,건조용품,10,50
13,25,생활잡화,2503,세탁용품,250302,세탁용품,10,50
13,25,생활잡화,2504,DIY용품,250401,DIY소품,10,50
13,25,생활잡화,2504,DIY용품,250402,공구,8,51
13,25,생활잡화,2504,DIY용품,250403,문풍지,8,51
13,25,생활잡화,2504,DIY용품,250404,의류행거,8,51
13,25,생활잡화,2504,DIY용품,250405,접착제,5,50
13,25,생활잡화,2504,DIY용품,250406,테이프,5,50
21,25,생활잡화,2505,전기용품,250501,건전지,5,3
21,25,생활잡화,2505,전기용품,250502,수수료,5,3
13,25,생활잡화,2505,전기용품,250503,전기소품,7,51
13,25,생활잡화,2505,전기용품,250504,형광등,7,51
13,25,생활잡화,2506,가전,250601,가전,4,50
13,25,생활잡화,2506,가전,250602,계절가전,4,50
13,25,생활잡화,2507,자동차용품,250701,자동차용품,4,50
13,25,생활잡화,2508,레저용품,250801,놀이용품,4,50
13,25,생활잡화,2508,레저용품,250802,돗자리,4,50
13,25,생활잡화,2509,잡화,250901,"문구,팬시",6,51
13,25,생활잡화,2509,잡화,250902,수수료,6,51
13,25,생활잡화,2509,잡화,250903,잡화소품,6,51
15,25,생활잡화,2510,의료용품,251001,의료용품,0,50
14,25,생활잡화,2511,애견용품,251101,애견용품,7,53
14,25,생활잡화,2513,소모품,251301,소모품,8,53
30,26,계산대,0,계산대,0,POS1,17,1
30,26,계산대,0,계산대,0,POS1,17,2
30,26,계산대,0,계산대,0,POS2,15,1
30,26,계산대,0,계산대,0,POS2,15,2
30,26,계산대,0,계산대,0,POS3,13,1
30,26,계산대,0,계산대,0,POS3,13,2
30,26,계산대,0,계산대,0,POS4,11,1
30,26,계산대,0,계산대,0,POS4,11,2
30,26,계산대,0,계산대,0,POS5,9,1
30,26,계산대,0,계산대,0,POS5,9,2
30,26,계산대,0,계산대,0,POS6,7,1
30,26,계산대,0,계산대,0,POS6,7,2
31,27,종료지점,0,종료지점,0,종료지점1,16,0
31,27,종료지점,0,종료지점,0,종료지점2,14,0
31,27,종료지점,0,종료지점,0,종료지점3,12,0
31,27,종료지점,0,종료지점,0,종료지점4,10,0
31,27,종료지점,0,종료지점,0,종료지점5,8,0
32,28,시작지점,0,시작지점,0,종료지점6,20,0
33,29,벽,0,벽,0,벽,31,0
33,29,벽,0,벽,0,벽,30,0
33,29,벽,0,벽,0,벽,29,0
33,29,벽,0,벽,0,벽,28,0
33,29,벽,0,벽,0,벽,27,0
33,29,벽,0,벽,0,벽,26,0
33,29,벽,0,벽,0,벽,25,0
33,29,벽,0,벽,0,벽,24,0
33,29,벽,0,벽,0,벽,23,0
33,29,벽,0,벽,0,벽,22,0
33,29,벽,0,벽,0,벽,21,0
33,29,벽,0,벽,0,벽,31,1
33,29,벽,0,벽,0,벽,30,1
33,29,벽,0,벽,0,벽,29,1
33,29,벽,0,벽,0,벽,28,1
33,29,벽,0,벽,0,벽,27,1
33,29,벽,0,벽,0,벽,26,1
33,29,벽,0,벽,0,벽,25,1
33,29,벽,0,벽,0,벽,24,1
33,29,벽,0,벽,0,벽,23,1
33,29,벽,0,벽,0,벽,22,1
33,29,벽,0,벽,0,벽,21,1
33,29,벽,0,벽,0,벽,31,2
33,29,벽,0,벽,0,벽,30,2
