통로구분,대분류코드,대분류,중분류코드,중분류,소분류코드,소분류,row,column
33,29,벽,0,벽,0,벽,20,51
33,29,벽,0,벽,0,벽,19,51
33,29,벽,0,벽,0,벽,18,51
33,29,벽,0,벽,0,벽,17,51
33,29,벽,0,벽,0,벽,16,51
33,29,벽,0,벽,0,벽,15,51
33,29,벽,0,벽,0,벽,14,51
33,29,벽,0,벽,0,벽,13,51
33,29,벽,0,벽,0,벽,31,52
33,29,벽,0,벽,0,벽,30,52
33,29,벽,0,벽,0,벽,29,52
33,29,벽,0,벽,0,벽,28,52
33,29,벽,0,벽,0,벽,27,52
33,29,벽,0,벽,0,벽,26,52
33,29,벽,0,벽,0,벽,25,52
33,29,벽,0,벽,0,벽,24,52
33,29,벽,0,벽,0,벽,23,52
33,29,벽,0,벽,0,벽,22,52
33,29,벽,0,벽,0,벽,21,52
33,29,벽,0,벽,0,벽,20,52
33,29,벽,0,벽,0,벽,19,52
33,29,벽,0,벽,0,벽,18,52
33,29,벽,0,벽,0,벽,17,52
33,29,벽,0,벽,0,벽,16,52
33,29,벽,0,벽,0,벽,15,52
33,29,벽,0,벽,0,벽,14,52
33,29,벽,0,벽,0,벽,13,52
33,29,벽,0,벽,0,벽,31,53
33,29,벽,0,벽,0,벽,30,53
33,29,벽,0,벽,0,벽,29,53
33,29,벽,0,벽,0,벽,28,53
33,29,벽,0,벽,0,벽,27,53
33,29,벽,0,벽,0,벽,26,53
33,29,벽,0,벽,0,벽,25,53
33,29,벽,0,벽,0,벽,24,53
33,29,벽,0,벽,0,벽,23,53
33,29,벽,0,벽,0,벽,22,53
33,29,벽,0,벽,0,벽,21,53
33,29,벽,0,벽,0,벽,20,53
33,29,벽,0,벽,0,벽,19,53
33,29,벽,0,벽,0,벽,18,53
33,29,벽,0,벽,0,벽,17,53
33,29,벽,0,벽,0,벽,16,53
33,29,벽,0,벽,0,벽,15,53
33,29,벽,0,벽,0,벽,14,53
33,29,벽,0,벽,0,벽,13,53
33,29,벽,0,벽,0,벽,12,53
33,29,벽,0,벽,0,벽,19,43
33,29,벽,0,벽,0,벽,18,43
33,29,벽,0,벽,0,벽,17,43
33,29,벽,0,벽,0,벽,16,43
33,29,벽,0,벽,0,벽,15,43
33,29,벽,0,벽,0,벽,11,43
33,29,벽,0,벽,0,벽,10,43
33,29,벽,0,벽,0,벽,9,43
33,29,벽,0,벽,0,벽,0,53
33,29,벽,0,벽,0,벽,31,25
3,2,x,0,x,0,x,29,12
3,2,x,0,x,0,x,29,13
3,2,x,0,x,0,x,29,14
3,2,x,0,x,0,x,28,13
3,2,x,0,x,0,x,28,14
3,2,x,0,x,0,x,27,13
3,2,x,0,x,0,x,26,13
3,2,x,0,x,0,x,25,16
3,2,x,0,x,0,x,26,17
3,2,x,0,x,0,x,26,18
3,2,x,0,x,0,x,27,17
3,2,x,0,x,0,x,27,18
3,2,x,0,x,0,x,28,17
3,2,x,0,x,0,x,28,18
3,2,x,0,x,0,x,27,21
3,2,x,0,x,0,x,27,22
3,2,x,0,x,0,x,26,22
3,2,x,0,x,0,x,28,22
7,9,x,0,x,0,x,23,25
8,9,x,0,x,0,x,25,26
8,9,x,0,x,0,x,24,26
8,9,x,0,x,0,x,23,26
8,9,x,0,x,0,x,23,27
9,3,x,0,x,0,x,27,43
10,3,x,0,x,0,x,24,30
10,3,x,0,x,0,x,23,30
10,3,x,0,x,0,x,22,30
10,3,x,0,x,0,x,21,30
10,3,x,0,x,0,x,25,33
10,3,x,0,x,0,x,25,35
10,3,x,0,x,0,x,24,35
10,3,x,0,x,0,x,24,34
10,3,x,0,x,0,x,23,34
10,3,x,0,x,0,x,22,34
10,3,x,0,x,0,x,21,34
10,3,x,0,x,0,x,21,35
10,3,x,0,x,0,x,25,39
10,3,x,0,x,0,x,24,39
10,3,x,0,x,0,x,23,39
10,3,x,0,x,0,x,22,39
10,3,x,0,x,0,x,21,39
10,3,x,0,x,0,x,25,38
10,3,x,0,x,0,x,24,38
10,3,x,0,x,0,x,23,38
10,3,x,0,x,0,x,22,38
10,3,x,0,x,0,x,21,38
10,3,x,0,x,0,x,25,41
10,3,x,0,x,0,x,24,41
10,3,x,0,x,0,x,23,41
10,3,x,0,x,0,x,22,41
10,3,x,0,x,0,x,21,41
10,3,x,0,x,0,x,25,42
10,3,x,0,x,0,x,24,42
10,3,x,0,x,0,x,23,42
10,3,x,0,x,0,x,22,42
10,3,x,0,x,0,x,21,42
10,3,x,0,x,0,x,25,43
10,3,x,0,x,0,x,22,43
10,3,x,0,x,0,x,21,43
12,17,x,0,x,0,x,10,45
12,17,x,0,x,0,x,10,46
12,17,x,0,x,0,x,10,47
12,17,x,0,x,0,x,10,48
12,17,x,0,x,0,x,9,46
12,17,x,0,x,0,x,9,47
12,17,x,0,x,0,x,8,46
12,17,x,0,x,0,x,8,47
12,17,x,0,x,0,x,8,48
12,17,x,0,x,0,x,7,46
12,17,x,0,x,0,x,7,47
12,17,x,0,x,0,x,6,46
12,17,x,0,x,0,x,6,47
12,17,x,0,x,0,x,6,48
12,17,x,0,x,0,x,5,46
12,17,x,0,x,0,x,5,47
12,17,x,0,x,0,x,4,46
12,17,x,0,x,0,x,4,47
12,17,x,0,x,0,x,4,48
12,17,x,0,x,0,x,3,46
12,17,x,0,x,0,x,3,47
12,17,x,0,x,0,x,2,46
12,17,x,0,x,0,x,2,47
12,17,x,0,x,0,x,2,48
13,25,x,0,x,0,x,11,50
13,25,x,0,x,0,x,2,50
13,25,x,0,x,0,x,2,51
13,25,x,0,x,0,x,9,51
13,25,x,0,x,0,x,4,51
14,25,x,0,x,0,x,9,53
14,25,x,0,x,0,x,6,53
16,9,x,0,x,0,x,0,33
16,9,x,0,x,0,x,0,35
16,9,x,0,x,0,x,0,37
16,9,x,0,x,0,x,0,39
16,9,x,0,x,0,x,0,41
16,9,x,0,x,0,x,0,43
18,12,x,0,x,0,x,7,36
18,12,x,0,x,0,x,7,38
18,12,x,0,x,0,x,7,39
18,12,x,0,x,0,x,6,36
18,12,x,0,x,0,x,6,37
18,12,x,0,x,0,x,6,38
18,12,x,0,x,0,x,6,39
18,12,x,0,x,0,x,5,36
18,12,x,0,x,0,x,5,37
18,12,x,0,x,0,x,5,38
18,12,x,0,x,0,x,5,39
18,12,x,0,x,0,x,4,37
18,12,x,0,x,0,x,4,38
18,12,x,0,x,0,x,3,36
18,12,x,0,x,0,x,3,37
18,12,x,0,x,0,x,3,38
18,12,x,0,x,0,x,3,39
18,12,x,0,x,0,x,2,39
18,12,x,0,x,0,x,2,36
19,15,x,0,x,0,x,7,41
19,15,x,0,x,0,x,7,43
19,15,x,0,x,0,x,6,42
19,15,x,0,x,0,x,5,42
19,15,x,0,x,0,x,5,41
19,15,x,0,x,0,x,4,42
19,15,x,0,x,0,x,3,42
19,15,x,0,x,0,x,3,41
20,10,x,0,x,0,x,2,7
20,10,x,0,x,0,x,2,9
20,10,x,0,x,0,x,2,11
20,10,x,0,x,0,x,2,13
20,10,x,0,x,0,x,2,15
20,10,x,0,x,0,x,2,17
20,10,x,0,x,0,x,2,19
20,10,x,0,x,0,x,2,21
20,10,x,0,x,0,x,2,23
20,10,x,0,x,0,x,2,30
22,10,x,0,x,0,x,7,6
22,10,x,0,x,0,x,7,8
22,10,x,0,x,0,x,7,10
22,10,x,0,x,0,x,7,11
22,10,x,0,x,0,x,7,13
22,10,x,0,x,0,x,6,5
22,10,x,0,x,0,x,6,6
22,10,x,0,x,0,x,6,7
22,10,x,0,x,0,x,6,8
22,10,x,0,x,0,x,6,9
22,10,x,0,x,0,x,6,10
22,10,x,0,x,0,x,6,11
22,10,x,0,x,0,x,6,12
22,10,x,0,x,0,x,6,13
22,10,x,0,x,0,x,5,5
22,10,x,0,x,0,x,5,6
22,10,x,0,x,0,x,5,7
22,10,x,0,x,0,x,5,8
22,10,x,0,x,0,x,5,9
22,10,x,0,x,0,x,5,10
22,10,x,0,x,0,x,5,11
22,10,x,0,x,0,x,5,12
22,10,x,0,x,0,x,5,13
22,10,x,0,x,0,x,4,5
22,10,x,0,x,0,x,4,7
22,10,x,0,x,0,x,4,9
22,10,x,0,x,0,x,4,10
22,10,x,0,x,0,x,4,11
22,10,x,0,x,0,x,4,13
23,10,x,0,x,0,x,6,15
23,10,x,0,x,0,x,6,16
23,10,x,0,x,0,x,6,17
23,10,x,0,x,0,x,6,18
23,10,x,0,x,0,x,6,19
23,10,x,0,x,0,x,6,20
23,10,x,0,x,0,x,6,21
23,10,x,0,x,0,x,6,22
23,10,x,0,x,0,x,6,23
23,10,x,0,x,0,x,6,24
23,10,x,0,x,0,x,6,25
23,10,x,0,x,0,x,6,26
23,10,x,0,x,0,x,6,27
23,8,x,0,x,0,x,7,15
23,8,x,0,x,0,x,7,16
23,8,x,0,x,0,x,7,17
23,8,x,0,x,0,x,7,18
23,8,x,0,x,0,x,7,19
23,8,x,0,x,0,x,7,20
23,8,x,0,x,0,x,7,21
23,8,x,0,x,0,x,7,22
23,8,x,0,x,0,x,7,23
23,8,x,0,x,0,x,7,24
23,8,x,0,x,0,x,7,25
23,8,x,0,x,0,x,7,26
23,8,x,0,x,0,x,7,27
23,8,x,0,x,0,x,4,15
24,25,x,0,x,0,x,11,6
24,25,x,0,x,0,x,11,9
24,25,x,0,x,0,x,11,10
24,25,x,0,x,0,x,10,5
24,25,x,0,x,0,x,10,6
24,25,x,0,x,0,x,10,7
24,25,x,0,x,0,x,10,8
24,25,x,0,x,0,x,10,9
24,25,x,0,x,0,x,10,10
24,2,x,0,x,0,x,9,9
24,2,x,0,x,0,x,9,10
24,14,x,0,x,0,x,10,11
24,14,x,0,x,0,x,10,12
25,10,x,0,x,0,x,15,5
25,10,x,0,x,0,x,15,6
25,10,x,0,x,0,x,15,8
25,10,x,0,x,0,x,15,10
25,10,x,0,x,0,x,15,12
25,10,x,0,x,0,x,15,13
25,10,x,0,x,0,x,14,5
25,10,x,0,x,0,x,14,6
25,10,x,0,x,0,x,14,7
25,10,x,0,x,0,x,14,8
25,10,x,0,x,0,x,14,9
25,10,x,0,x,0,x,14,10
25,10,x,0,x,0,x,14,11
25,10,x,0,x,0,x,14,12
25,10,x,0,x,0,x,13,5
25,10,x,0,x,0,x,13,6
25,10,x,0,x,0,x,13,12
1,1,x,0,x,0,x,18,5
1,1,x,0,x,0,x,18,6
1,1,x,0,x,0,x,18,7
1,1,x,0,x,0,x,18,8
1,1,x,0,x,0,x,18,9
1,1,x,0,x,0,x,18,10
1,1,x,0,x,0,x,18,11
1,1,x,0,x,0,x,18,12
1,1,x,0,x,0,x,17,6
1,1,x,0,x,0,x,17,8
1,1,x,0,x,0,x,17,10
1,1,x,0,x,0,x,17,13
26,7,x,0,x,0,x,22,15
26,7,x,0,x,0,x,22,16
26,7,x,0,x,0,x,22,17
26,7,x,0,x,0,x,22,18
26,7,x,0,x,0,x,22,19
26,7,x,0,x,0,x,22,20
26,7,x,0,x,0,x,22,21
27,7,x,0,x,0,x,21,27
27,7,x,0,x,0,x,22,22
27,7,x,0,x,0,x,22,23
27,7,x,0,x,0,x,22,24
27,7,x,0,x,0,x,22,25
27,7,x,0,x,0,x,22,26
27,7,x,0,x,0,x,22,27
28,18,x,0,x,0,x,18,22
28,18,x,0,x,0,x,18,27
28,19,x,0,x,0,x,16,22
28,19,x,0,x,0,x,16,23
28,19,x,0,x,0,x,16,24
28,19,x,0,x,0,x,16,26
28,19,x,0,x,0,x,13,15
28,19,x,0,x,0,x,13,16
28,19,x,0,x,0,x,13,17
28,19,x,0,x,0,x,13,18
28,19,x,0,x,0,x,13,20
28,19,x,0,x,0,x,13,22
28,19,x,0,x,0,x,13,24
28,19,x,0,x,0,x,13,26
28,20,x,0,x,0,x,12,20
28,20,x,0,x,0,x,12,22
28,20,x,0,x,0,x,12,24
28,20,x,0,x,0,x,12,26
28,20,x,0,x,0,x,12,27
28,14,x,0,x,0,x,10,15
28,14,x,0,x,0,x,10,16
28,14,x,0,x,0,x,10,18
28,14,x,0,x,0,x,10,20
28,14,x,0,x,0,x,10,22
28,14,x,0,x,0,x,10,24
28,14,x,0,x,0,x,10,26
28,14,x,0,x,0,x,10,27
29,17,x,0,x,0,x,19,29
29,17,x,0,x,0,x,19,41
29,17,x,0,x,0,x,18,41
29,17,x,0,x,0,x,18,36
29,17,x,0,x,0,x,18,29
29,18,x,0,x,0,x,16,41
29,18,x,0,x,0,x,16,29
29,24,x,0,x,0,x,15,29
29,24,x,0,x,0,x,15,30
29,24,x,0,x,0,x,15,32
29,24,x,0,x,0,x,15,36
29,24,x,0,x,0,x,15,41
29,24,x,0,x,0,x,13,29
29,24,x,0,x,0,x,13,31
29,24,x,0,x,0,x,13,32
29,24,x,0,x,0,x,13,34
29,24,x,0,x,0,x,13,35
29,24,x,0,x,0,x,13,36
29,24,x,0,x,0,x,13,37
29,24,x,0,x,0,x,13,38
29,24,x,0,x,0,x,13,40
29,24,x,0,x,0,x,13,41
29,24,x,0,x,0,x,12,29
29,24,x,0,x,0,x,12,35
29,24,x,0,x,0,x,12,40
29,24,x,0,x,0,x,10,29
29,13,x,0,x,0,x,9,29
29,13,x,0,x,0,x,9,34
20,10,x,0,x,0,x,2,5
14,25,x,0,x,0,x,7,53
13,25,x,0,x,0,x,10,51
